id,text,emotion
808,As pequenas coisas da vida são as que mais me fazem feliz!,Felicidade
809,Acabei de receber uma mensagem de alguém que amo muito!,Felicidade
810,Estou tão animado para ver o que o futuro reserva para mim!,Felicidade
811,Acabei de receber um elogio incrível e me sinto nas nuvens!,Felicidade
812,Estou tão grato por ter aprendido algo novo hoje!,Felicidade
813,A vida é uma jornada maravilhosa e estou adorando cada momento!,Felicidade
814,Acabei de ter uma refeição deliciosa e me sinto tão feliz!,Felicidade
815,Estou tão feliz por ter um hobby que amo tanto!,Felicidade
816,"Hoje foi um dia tão ensolarado e bonito, estou tão feliz!",Felicidade
817,Acabei de ter uma conversa emocionante com um parente distante!,Felicidade
818,Estou tão animado para começar um novo projeto empolgante!,Felicidade
819,Estou tão feliz por ter um grupo de amigos incríveis que me apoiam sempre!,Felicidade
820,Acabei de ter um dia de aventuras e risadas com minha família!,Felicidade
821,Estou tão feliz por ter uma vida cheia de amor e felicidade!,Felicidade
822,A vida é incrível e estou tão grato por tudo o que tenho!,Felicidade
823,Acabei de receber uma notícia incrível que mudou meu dia para melhor!,Felicidade
824,Estou tão animado para fazer algo novo e desafiador hoje!,Felicidade
825,Hoje é um daqueles dias em que sinto que posso conquistar o mundo!,Felicidade
826,Estou tão feliz por ter uma família amorosa e solidária!,Felicidade
827,A felicidade está em apreciar as coisas simples da vida!,Felicidade
828,Acabei de ter um momento de conexão profunda com alguém!,Felicidade
829,Estou tão feliz por ter um emprego que me realiza e me faz feliz!,Felicidade
830,A felicidade é contagiosa e estou animado para espalhá-la por aí!,Felicidade
831,Acabei de ter um dia de autocuidado e me sinto tão revigorado!,Felicidade
832,Estou tão grato por ter pessoas maravilhosas em minha vida!,Felicidade
833,A vida é uma aventura incrível e estou adorando cada minuto dela!,Felicidade
834,Acabei de receber uma mensagem de um amigo querido e me sinto tão feliz!,Felicidade
835,A felicidade está em aproveitar as pequenas coisas da vida!,Felicidade
836,Acabei de ter uma experiência incrível que nunca esquecerei!,Felicidade
837,Estou tão feliz por ter um parceiro amoroso e carinhoso!,Felicidade
838,A vida é cheia de surpresas maravilhosas e estou pronto para elas!,Felicidade
839,Acabei de ter um dia de trabalho gratificante e me sinto tão realizado!,Felicidade
840,Estou tão grato por ter um lugar seguro e confortável para dormir todas as noites!,Felicidade
841,A felicidade está em aproveitar cada momento da vida!,Felicidade
842,Acabei de ter uma conversa profunda e significativa com alguém!,Felicidade
843,Estou tão feliz por ter amigos que me fazem rir e me animam sempre!,Felicidade
844,Estou tão feliz que poderia pular de alegria!,Felicidade
845,Eu sinto como se pudesse conquistar o mundo hoje!,Felicidade
846,Estou tão feliz que não consigo parar de sorrir!,Felicidade
847,Hoje é um dia maravilhoso para ser feliz!,Felicidade
848,O sol está brilhando e o céu está azul - que dia perfeito!,Felicidade
849,A felicidade é contagiosa - vamos espalhar mais dela!,Felicidade
850,A vida é um presente e eu sou grato por cada momento!,Felicidade
851,Não há nada melhor do que um dia cheio de risos e felicidade!,Felicidade
852,A vida é bela e eu sinto muita gratidão por tudo que tenho!,Felicidade
853,Eu vou ao supermercado hoje.,Felicidade
854,Feliz dia das crianças para todos,Felicidade
855,Eu to pagando a minha formatura sozinho e hj o meu pai apareceu com um computador de desktop sendo que tem 2 notebooks em cada. Tô bem feliz :),Felicidade
856,feliz dia das crianças para mim! quero presente tá :),Felicidade
857,Felizmente já aprendi a cagar nas atitudes nojentas e infantis das outras pessoas. Just move on :P,Felicidade
858,Boa tarde e feliz dia das crianças pra vocês que são um neném igual eu :),Felicidade
859,feliz dia das atitudes de vcs :),Felicidade
860,to feliz agr :),Felicidade
861,Feliz dia das crianças pra mim,Felicidade
862,comprei boné novo sto feliz :),Felicidade
863,Acabei de encontrar 15€ no meu bolso. Mind you que eu passei o dia todo com estas calças. Tou feliz :),Felicidade
864,feliz aniversario meu denguinho ♡ você é um anjo e merece tudo de bom no mundo. você é suficiente,Felicidade
865,#FelizDiaDasCriancas para os eleitores do bozo :D,Felicidade
866,Seja feliz com o Vinicios gnt Apenas R$50,Felicidade
867,feliz dia das crianças ,Felicidade
868,Feliz dias das crianças pra vcs seus lixos :),Felicidade
869,feliz dia das crianças pra sua namorada :),Felicidade
870,Fazia tempo q eu nao ficava tão feliz assim como eu estou agora :D,Felicidade
871,queria pra nami mas estou feliz pela orianna ganhar,Felicidade
872,Feliz dia da criança :),Felicidade
873,Feliz dia das crianças :),Felicidade
874,FELIZ ANIVERSÁRIO MEU ANJOO eu te amo muito,Felicidade
875,pra todas as crianças de 18 anos que nem eu :) #FelizDiaDasCriancas,Felicidade
876,Super feliz! :),Felicidade
877,Brinque! Comemore! Se divirta! Feliz dia das crianças \o/ :D Unival,Felicidade
878,Feliz aniversário jimin :).,Felicidade
879,feliz dia das crianças pra vc q se comporta como uma :),Felicidade
880,Feliz Dia Das criançaixxx :D Uq vão me dar De presentih,Felicidade
881,feliz dia das crianças pra você c essas suas atitudes infantis :),Felicidade
882,Feliz dia das Crianças! Com o projeto ANIE :) Essa é uma homenagem para todos os adultos,Felicidade
883,FELIZ DIA DAS CRIANÇAS GALERO eu sou uma criança de 16 anos :),Felicidade
884,Feliz Dia das Crianças. :),Felicidade
885,Feliz dias das crianças :),Felicidade
886,to feliz pq minha dor tá passando :))),Felicidade
887,feliz dia das crianças pra mim :),Felicidade
888,feliz dia das crianças pra todas as beliebers :),Felicidade
889,Feliz dia das crianças pra mim. Um bebê puro e inocente :),Felicidade
890,infelizmente indo pro aniversário do meu irmão que eu odeio :),Felicidade
891,FELIZ DIA DAS CRIANÇAS PESSOAL :D,Felicidade
892,FELIZ DIA DAS CRIANÇAS!!! Não deixe sua criança interior morrer. É ela que te salva e não te deixa pirar com as pressões da vida adulta. :D :*,Felicidade
893,Feliz feliz feliz por amanhã ir ver o jogo :),Felicidade
894,Feliz dia das crianças pro meu ex namorado :),Felicidade
895,Feliz dia das crianças pra vcs que pedem beijo Dayrol nas lives do multishow :),Felicidade
896,Feliz dia das crianças :),Felicidade
897,feliz dia das crianças pra você que deixa de ser amigo de alguém por causa de política :),Felicidade
898,Crl mano tô mto feliz,Felicidade
899,Hoje é dia das crianças... e se pudesse escolher um presente... seria esse anel :D Feliz dia das crianças! Independente de presente... que seja um dia pra recordar aqueles momentos que ficam pra sempre em nossa memória,Felicidade
900,Feliz dia das crianças pra quem é criança o ano inteiro menos dia 12 de outubro :) #FelizDiaDasCriancas,Felicidade
901,Que o dia das Crianças de vcs seja muito feliz,Felicidade
902,quer me ver feliz? me da uma graphic msp capa dura ou qualquer livro msm :),Felicidade
903,Bom dia . Nossa senhora Aparecidada proteja nosso pais e nossas familia . Feliz dias das crianças para quem ainda tem uma criança dentro de si :),Felicidade
904,Vou hidratar meu cabelo! estou feliz.. :),Felicidade
905,Infelizmente,Felicidade
906,Meu pai me deu presente :)))))))))))) Agr posso ser um criança feliz e bem vestida,Felicidade
907,Feliz dia das crianças pra vc que tem essas atitudes infantis :),Felicidade
908,Feliz dia das crianças :) que vcs carreguem pra sempre a facilidade de perdoar,Felicidade
909,Que nunca falte imaginação e nem doçura na vida dos pequenos. :) #felizdiadascrianças #pastilhasvalda,Felicidade
910,feliz dia das crianças pra mim :),Felicidade
911,Feliz dia das crianças :) no fundo todos nós ainda somos,Felicidade
912,pelo menos eu vou dar meus brinquedos pras criancinhas hj to feliz :),Felicidade
913,feliz dia das crianças pra todos nós que somos bebês inocentes nesse mundo de má influências :),Felicidade
914,Olha como funciona a inversão da lógica: todo mundo me desejando feliz dia das crianças! Deve ser pq sou bem jovial mesmo com 42 anos! :) — se sentindo muito feliz,Felicidade
915,Feliz dia das crianças pra vocês e suas atitudes infantis :) #FelizDiaDasCriancas,Felicidade
916,Escrevi esta história de que gosto muito. Chama-se "Capitão Felizardo". Para quem tiver paciência de a ler,Felicidade
917,Feliz dia das crianças,Felicidade
918,feliz dia das crianças pro meu ex :),Felicidade
919,Feliz dia das Crianças !! :) Não deixem a criança dentro de vcs morrerem,Felicidade
920,Feliz dia das crianças pra suas atitudes,Felicidade
921,Feliz dia das crianças pra minha melhor criança. Sdds da minha baixinha :) #gigi #amordadinda #amomaisquechocolate em Santos,Felicidade
922,Fiquem felizes pq hoje só é feriado pq é aniversário do CORITIBA! :D,Felicidade
923,Talvez saber de nada me faça bem mais feliz :),Felicidade
924,Ai já resolvi sobre os doces :) Sou a pessoa mais feliz e triste do mundo,Felicidade
925,Fico feliz em saber que isso acontece para alguma pessoas :),Felicidade
926,Não tive português logo sou uma criança feliz :)),Felicidade
927,Opa tava na merda mm e fiquei logo mais feliz só por causa daquilo :),Felicidade
928,Feliz dia das crianças para você que não pode ver um plástico bolha que já quer estourar,Felicidade
929,ir a loja de discos de vinil deixou-me bue feliz :))) a serio,Felicidade
930,vamos pensar numa coisa feliz? essa semana tem feriado :),Felicidade
931,Bora ser feliz gente,Felicidade
932,rindo muito pois era pra eu estar com 12/15 na prova teórica de habilidades e no portal diz 9 :D falei com as duas professoras mas infelizmente só da pra resolver isso proxima semana,Felicidade
933,monica e freixo felizmente eleitos de verdade :),Felicidade
934,dependendo do futebol pra ser feliz ou seja até nisso to me fudendo pq meus times tão numa situação difícil :),Felicidade
935,Tava achando a Fátima muito feliz,Felicidade
936,mt feliz que to conseguindo fazer a redação no tempo certinho e cronometrado :),Felicidade
937,Infelizmente compartilhando sem ler a matéria mas até tentei ler só que precisa pagar :))))),Felicidade
938,O deputado mais votado no Rio de Janeiro foi o felizardo que pegou o mesmo número que o #EduardoBolsonaro usou pra concorrer em São Paulo. Parabéns,Felicidade
939,Eu quero que vc seja mais feliz :),Felicidade
940,felizmente pretendo me mudar p portugal :),Felicidade
941,Não consigo chamar infelizmente mas fique sabendo q tu é d+ é eu gosto MT de vc desse jeito show seu =D — Ahhh que amorzinho � obrigada❣️❣️ Se um dia tu mudar de ideia,Felicidade
942,Felizmente tem gente menos passional que eu e com dados fáticos pra falar tudo que eu gostaria de falar. :),Felicidade
943,Você é mais forte do que pensa e será mais feliz do que imagina ! Bom diaaa :),Felicidade
944,Esses dias encontrei uma mulher que arrumava o cabelo de mainha antigamente. Ela morou 10 anos no Sudeste e agora tá por aqui de volta porque disse que igual ao nordestino não existe. Ela perguntou se eu continuava muito falante e ficou super feliz porque eu virei jornalista. :P,Felicidade
945,aí gurias bom dia hoje eh meu primeiro dia de trabalho to tão feliz :D alguma coisa de bom tinha q ter nessa semana,Felicidade
946,Feliz porque comi um balde de coxinhas :),Felicidade
947,feliz por poder faltar aula nessa segunda :)),Felicidade
948,felizmente baiana :),Felicidade
949,Muito impressionada e feliz com a nota de Macs :))),Felicidade
950,Não mude seus princípios por conta do meio em que se está vivendo atualmente. Não se pode tornar o inferno atraente mais pôde-se fazer com que o caminho pareça prazeroso “Nada é errado se te faz feliz” - “Tudo me é permitido más nem tudo me convém” 1coríntios 6:12 :),Felicidade
951,O homem que se aperfeiçoa é cada vez mais um homem feliz. E quanto mais feliz você se tornar,Felicidade
952,a coisa q me deixou mais feliz hj é q o hobi vai poder ver sua família em londres :))),Felicidade
953,nem acredito que o hobi vai ver a família dele eu tenho certeza que ele está super feliz :),Felicidade
954,Frio? Finalmente estou feliz :),Felicidade
955,Madrugadas ao som de the 1975 Eu realmente to feliz. :),Felicidade
956,feliz dia pra mim :),Felicidade
957,faça o que te faz feliz :)),Felicidade
958,Tô tãaaao felizinha :),Felicidade
959,Que Deus abençoe a todos e sejam felizes .;) ;) :),Felicidade
960,tho estou feliz que Áurea Carolina e Andreia de Jesus foram eleitas! uma luz no meio disso tudo :),Felicidade
961,hj eu e as meninas vamos sair com plaquinhas de "abraços grátis" eu tô feliz :),Felicidade
962,felizmente posso dizer que sou nordestina e tenho muito orgulho de onde nasci e fui criada :))),Felicidade
963,Infelizmente não engulo metade e sofro pelas injustiçadas. :D,Felicidade
964,Felizmente o diploma que eu vou ficar admirando na parede me deu aula de economia pra entender que economia é mais que investimento externo,Felicidade
965,Felicidade é que volto trabalhar só segunda.. :),Felicidade
966,Filme lindo na hora certa: felicidade por um fio :),Felicidade
967,ponho a vossa felicidade à frente da minha e depois admiro me de tar sempre na merda :),Felicidade
968,Felicidade da minha pessoa que não discutiu política com ninguém :),Felicidade
969,Felicidade de quem acordou cedo e descobriu que não tem aula :),Felicidade
970,e a felicidade da semana é estar de recesso e jojuco rolando :p,Felicidade
971,Felicidade de em 2014/2015 não ter ficado com a isza pois hj ela ta apoiando um certo bozo ai :D,Felicidade
972,Sobre a vida hj em dia ____ / \ | :D | |______| /Aqui jaz\ |Felicidade|,Felicidade
973,Felicidade de quem vai dormir com despertador desligado :D,Felicidade
974,me deu uma felicidade agora :D,Felicidade
975,"""Gostar realmente de alguém"" ora aí está uma coisa raríssima. O problema das relações é q cada um pensa na própria felicidade",Felicidade
976,minha atual felicidade foi conseguir fazer o povo daqui trocar o reggaeton e salsa por billie eilish :) saíram da água parada para o vinho,Felicidade
977,O qué é para você amar? — querer a felicidade da pessoa,Felicidade
978,Uma outra felicidade de hoje mas com um mix de raivafoi: errei so uma questão fechada da prova,Felicidade
979,As preocupações roubam a felicidade da gente,Felicidade
980,a minha felicidade é ver o sorriso dela :),Felicidade
981,minha felicidade só será completa quando tiver confirmado meu ot9 nesse comeback :),Felicidade
982,Eu acho que a felicidade não me cai bem,Felicidade
983,Como você desenharia a felicidade? — eu desenhei antes de ontem,Felicidade
984,Barulho de felicidade é ouvir o vizinho a levar as malas pra ir embora :))))),Felicidade
985,Liga não jo!! Toda felicidade do mundo para vocês,Felicidade
986,mas foi como se a vida tivesse me dado mais uma chance de viver um dia com ela. Foi tão incrível que eu não consigo nem mensurar minha felicidade :),Felicidade
987,Felicidade é sentir sono no fim do dia sabendo que acordou cedo e foi um pouco produtivo. Essa é a minha pequena conquista diária :),Felicidade
988,felicidade: [27/9 19:41] Mell✨: Queria uma pizza agr [27/9 19:41] Mell✨: :( [27/9 20:04] Mell✨: Pedi pizza [27/9 20:04] Mell✨: :),Felicidade
989,Meu nível de felicidade arrebentou quando disseram que vamos para o Parente este fim de semana!!!! :))))),Felicidade
990,Danoninhos fazem-me sentir felicidade e nostalgia. Sim,Felicidade
991,Ninguém me tira era felicidade :),Felicidade
992,Felicidade do dia :D #Repost lendaribr with get_repost ・・・ MAIS VENDIDO Ainda em pré-venda na Amazon,Felicidade
993,gnt eu sonhei q tinha tirado 62 na prova de proc penal e tava mt feliz aí a iara me falou q ela tinha q add mais 30 pontos ainda e eu tava quase explodindo de felicidade :(,Felicidade
994,dinheiro não compra felicidade,Felicidade
995,eu amo ver a energia e a felicidade das pessoas após o eac ,Felicidade
996,encontrei a prometida por 5seg no terminal e tô felicidade porém queria mais :(,Felicidade
997,saudades daquela felicidade genuína que ela me dava :(,Felicidade
998,to tão triste pelo junhoe :( eu espero que ele se recupere logo e perceba que a gente tá aqui por ele. esse era pra ser um momento de felicidade,Felicidade
999,Como você desenharia a felicidade? — Porrax,Felicidade
1000,Dinheiro traz felicidade,Felicidade
1001,Como posso ajudar?,Dúvida
1002,Estou com uma dúvida,Dúvida
1003,Qual seu nome?,Dúvida
1004,Qual seu endereço?,Dúvida
1005,Onde você mora?,Dúvida
1006,Qual motivo disso tudo?,Dúvida
1007,Quais suas habilidades?,Dúvida
1008,Você me entende?,Dúvida
1009,Você consegue me ver?,Dúvida
1010,Pode me ajudar?,Dúvida
1011,Onde fica o bar?,Dúvida
1012,Onde estamos?,Dúvida
1013,Qual sera o ponto de encontro?,Dúvida
1014,Antigamente o que faziamos para nos divertir?,Dúvida
1015,Será que devo mesmo fazer isso?,Dúvida
1016,Não sei se isso é a coisa certa a fazer.,Dúvida
1017,Será que vale a pena tentar?,Dúvida
1018,Estou com medo de tomar a decisão errada.,Dúvida
1019,Não sei se devo confiar nessa pessoa.,Dúvida
1020,Estou em dúvida sobre qual caminho seguir.,Dúvida
1021,Será que estou fazendo a coisa certa?,Dúvida
1022,Não sei se estou preparado para isso.,Dúvida
1023,Não sei se estou pronto para dar esse passo.,Dúvida
1024,Será que estou fazendo a escolha certa?,Dúvida
1025,Não sei se consigo lidar com essa situação.,Dúvida
1026,Estou com dúvidas sobre as minhas habilidades.,Dúvida
1027,Será que estou sendo justo comigo mesmo?,Dúvida
1028,Não sei se devo contar a verdade.,Dúvida
1029,Estou em dúvida sobre o que fazer em seguida.,Dúvida
1030,Não sei se devo seguir meu coração ou minha mente.,Dúvida
1031,Será que estou tomando a decisão certa?,Dúvida
1032,Não sei se estou pronto para assumir essa responsabilidade.,Dúvida
1033,Estou com medo de me arrepender depois.,Dúvida
1034,Não sei se estou preparado para lidar com as consequências.,Dúvida
1035,Será que estou sendo realista sobre a situação?,Dúvida
1036,Não sei se devo me arriscar.,Dúvida
1037,Estou em dúvida sobre a melhor maneira de abordar isso.,Dúvida
1038,Não sei se estou levando tudo em consideração.,Dúvida
1039,Será que estou sendo impulsivo demais?,Dúvida
1040,Não sei se devo aceitar essa proposta.,Dúvida
1041,Estou com dúvidas sobre as minhas escolhas anteriores.,Dúvida
1042,Será que estou sendo injusto com os outros?,Dúvida
1043,Não sei se devo acreditar nas promessas que me fazem.,Dúvida
1044,Estou em dúvida sobre a melhor maneira de seguir em frente.,Dúvida
1045,Não sei se estou sendo fiel aos meus valores.,Dúvida
1046,Será que estou desperdiçando meu tempo?,Dúvida
1047,Não sei se estou preparado para enfrentar esse desafio.,Dúvida
1048,Será que estou tomando a decisão certa?,Dúvida
1049,Não sei se devo seguir em frente ou desistir.,Dúvida
1050,Fico me perguntando se estou no caminho certo.,Dúvida
1051,Às vezes fico em dúvida se devo seguir meu coração ou minha razão.,Dúvida
1052,Será que estou preparado para as consequências dessa escolha?,Dúvida
1053,Não sei se essa é a melhor opção para mim.,Dúvida
1054,Às vezes fico em dúvida se estou fazendo a coisa certa.,Dúvida
1055,Será que estou dando o meu melhor?,Dúvida
1056,Não sei se estou preparado para lidar com as consequências dessa decisão.,Dúvida
1057,Fico me perguntando se essa é a escolha certa para mim.,Dúvida
1058,Às vezes me pego em dúvida se essa é a carreira que quero seguir.,Dúvida
1059,Será que estou no caminho certo para alcançar meus objetivos?,Dúvida
1060,Não sei se devo confiar naquela pessoa.,Dúvida
1061,Fico em dúvida se devo aceitar esse convite ou não.,Dúvida
1062,Será que estou dando o meu máximo ou poderia fazer mais?,Dúvida
1063,Não sei se devo me arriscar ou ficar na minha zona de conforto.,Dúvida
1064,Às vezes fico em dúvida se sou capaz de alcançar meus sonhos.,Dúvida
1065,Será que estou sendo sincero comigo mesmo?,Dúvida
1066,Não sei se devo investir meu tempo nesse projeto.,Dúvida
1067,Fico em dúvida se estou dando a devida importância para minhas relações.,Dúvida
1068,Será que estou valorizando minhas conquistas o suficiente?,Dúvida
1069,Não sei se estou indo rápido demais ou devagar demais.,Dúvida
1070,Às vezes fico em dúvida se estou me esforçando o suficiente.,Dúvida
1071,Será que estou me dedicando ao que realmente importa para mim?,Dúvida
1072,Não sei se devo me preocupar com o que os outros pensam.,Dúvida
1073,Fico em dúvida se estou vivendo a minha vida ou a vida que os,Dúvida
1074,por que as pessoas nao fazem mais remix dos videos com auto tune? :(,Dúvida
1075,serase que tá muito tarde pra postar os novas capítulos da au Junhwan? pq eu passei o intervalo todo do cursinho fazendo :(,Dúvida
1076,briguei meio feio com um (ex?) melhore amigo e agr tô com medo do q pode acontecer :( como q a gnt chegou nesse ponto???,Dúvida
1077,eu só queria dar uns beijos na boca É PEDIR DEMAIS? :(((((((,Dúvida
1078,-cade teu pai?? - a gente ta brincando de se esconder desde quando eu era criança,Dúvida
1079,aaa é tão bom ler um “ to com saudade “ “ dormiu bem? “ “ deixa eu cuidar de você “ “ você é linda “ “ te amo,Dúvida
1080,pq que até hoje eu não tenho um amor? pq fazes isso comigo Deus :(,Dúvida
1081,pq vcs so dao atenção pra fc famosinho? os flops tbm querem interagir :(,Dúvida
1082,será que a demi tá bem?queria saber como ela tá :(,Dúvida
1083,D Sem dados da horta! Bateria pifou? Internet caiu? :(,Dúvida
1084,tem como trocar tudo e colocar a manuela d'avila como vice do ciro? :(,Dúvida
1085,sente saudades de algm? se ss quem? — uhumm,Dúvida
1086,Por que é tão difícil amar o próprio corpo? :(,Dúvida
1087,Como tem gente que dorme com esse negocio de ASMR? me deu foi dor de cabeça :(,Dúvida
1088,Só eu que me sinto excluída e flopada nessa #ARMYSelcaDay ? :(,Dúvida
1089,Pq vc me da tanto vácuo lia? — foi sem querer,Dúvida
1090,ciro ou haddad? haddad ou ciro? socorro n aguento mais essa eleição :(,Dúvida
1091,sera que eu fiz alguma coisa?? :(,Dúvida
1092,será que meu fiozinho vermelho foi cortado? :(,Dúvida
1093,na moral pq q ngm vota na marina? :(,Dúvida
1094,eu bem de boa falando com a guria :) quantos anos tens? vinte e um :(((((,Dúvida
1095,Quando vocês dão o cu vocês ficam com gazes? Depois da DEDADA passei o dia assim :(,Dúvida
1096,Conseguiste concretizar alguns objetivos este ano? — Sim,Dúvida
1097,por que cara? ai me poupe :(,Dúvida
1098,Será que depois do dia 17 ainda vai ter estoque da camisa III do Corinthians? Meu cartão só vira nesse dia :(,Dúvida
1099,cadê djavan em FLN? :(,Dúvida
1100,pra que eu fui ler a porra do livro da uerj de uma vez? agora nao tenho nada pra fazer :(,Dúvida
1101,Gosta de dançar? Se sim,Dúvida
1102,será que eu posso guardar o thiago e cuidar? :( é muito precioso ele,Dúvida
1103,porque eu tive que demorar pra te responder? :(,Dúvida
1104,Assunto sério: bichinhos Alguém conhece alguma organização ou alguém que pegue bichinhos de rua com doença pra cuidar???? Tem um gato na minha rua com esporotricose (doença contagiosa) e ele tá muito ruim,Dúvida
1105,Ai gente e essa pesquisa do IBOPE hem? Eu já vou começar a pensar no pior para não me decepcionar mais :(,Dúvida
1106,pq semirames ta andando tão tristinha esses dias ? :( — Eu não posso falar são problemas dela,Dúvida
1107,Quais dias da semana vc tem aula no integral? — eu não tenho mais aula no integral :( eu fazia específica de terça lá semestre passado,Dúvida
1108,Pq ela tá assim será? :(,Dúvida
1109,quem quer amigar? :(((,Dúvida
1110,Como foi seu dia? — foi cansativo,Dúvida
1111,será que eu nunca vou conseguir fazer um desenho completo dnv???? eu nem forcei meu braço pq é aquarela e ja ficou doendo mano af :((((,Dúvida
1112,Vocês estão preparados pra Toy Story 4? Porque eu não,Dúvida
1113,cadê o mozão p eu jogar p fora da cama hoje? :(,Dúvida
1114,Tem piercings ? — eu tinha piercing no septo há um ano atrás,Dúvida
1115,Será que meu coração já ta apertado de ter que ir embora? :(,Dúvida
1116,Pq Vc me trata tão mal? — lolo,Dúvida
1117,Eu tô triste pq vou voltar com o cabelo total castanho por 2 messes e meio? Tô sim :(,Dúvida
1118,Caralho esse pesquisa do Ibope hein!? :(,Dúvida
1119,gente que simpatia q faz pra sao francisco trazer o doguinho de volta? :(((,Dúvida
1120,me manda a foto de novo? Apaguei a conversa do grupo :(((,Dúvida
1121,Sério que acabo os ingressos do Fernandinho? Me enrolei tanto pra comprar e agora não tem mais :(,Dúvida
1122,Charles Aznavour NÃÃÃÃÃÃÃÃO quem deixou??? volta aqui :((((((,Dúvida
1123,a pq eu smp estrago minhas amizades virtuais? mesmo querendo q elas continuem :(,Dúvida
1124,segunda combina com o que mesmo? Sim,Dúvida
1125,vocês tem noção de que esse é o último mês da minha vida escolar? vai ser horrível dms n ver alguns rostinhos todos os dias :( não consigo nem imaginar isso,Dúvida
1126,alguém me dá um gato preto? :(,Dúvida
1127,Quem quer vir cmg ao ginásio as 19? :(((,Dúvida
1128,Assim ninguém vem me dar um bjinho ? :(,Dúvida
1129,mandei uma msg p minha mãe falando q coloquei um piercing e ela mandou: :( ficou muito feio?,Dúvida
1130,Conseguiste concretizar alguns objetivos este ano? — é,Dúvida
1131,ultimo mês do meu terceirão????)(:(????!))(?!!???????$)?????,Dúvida
1132,eu preciso escrever mais 6 capítulos pra essa semana e meu bloqueio criativo não deixa :( alguém me diz o que fazer?,Dúvida
1133,e eu que já deixei de ficar com o garoto que gosto pra krl ate hj pq eu me sentia insuficiente? hj ele fala "tarde demais" mal sabe ele q eu tenho é medo de fazer tudo errado KKKKKK sou afim dele até hj mas ele não,Dúvida
1134,Mano eu entendo a parada do canudo de plástico mas ao mesmo tempo não sei se concordo? :( É meio merda ver gente próxima que não consegue se adaptar ao canudo de papel,Dúvida
1135,Comecei a beber...... Vamo embora? Aaah mas já :( AF kkkkkkkkkkk,Dúvida
1136,miga tu faz alguma csa na unha? pq eu n consigo deixar a minha grande sempre quebra :( — eu só pinto regularmente meu amor,Dúvida
1137,Quem vc esta ansiosa para ver? — o meu neném,Dúvida
1138,Seria meu sonho os pathcodes voltarem? :((((((((((( #EXOComingSoon,Dúvida
1139,O lado esquerdo do meu fone deu ruim :( JBL pq me matou?,Dúvida
1140,Até que horas vai essa chuva será? :(,Dúvida
1141,e eu que gostei do plano de marina mas nao sinto confiança nela? nao acho que ela vai ter governabilidade :(,Dúvida
1142,Comi japa ontem e acordei com vontade de comer o que???? Isso mesmo :(,Dúvida
1143,pq é q esticam as fotos do passe? assim parece que fico com a testa ainda maior do que é :((,Dúvida
1144,"""Eu não acredito que vocês vão me forçar a votar no pt :("" Cês ainda não entenderam muito bem como funciona uma democracia né? Eu vou votar no Skaf pro Dória não ganhar e vocês não me veem reclamando aqui",Dúvida
1145,estou titi :( alguém aí pode me dar megaman 11 ou então megaman x legacy collection por favorzinho?,Dúvida
1146,alguém vai pra academia comigo? :(,Dúvida
1147,taeil podia tanto ter postado uma selca por que será q ele n posta? :(,Dúvida
1148,Cadê o pagamento ? :(,Dúvida
1149,Conseguiste concretizar alguns objetivos este ano? — Ainda não acertei na loteria,Dúvida
1150,brasil nunca vai conseguir um nobel ne? principalmente um de medicina ....é tao triste isso :(,Dúvida
1151,Pq eu sou assim? :(,Dúvida
1152,como recupero meu save do GTA 5 do PS3/PS4 e transfiro pro jogo do PC? preguiça exxxtrema de começar tudo de novo! :(,Dúvida
1153,Será que tem alguém vacilando pela região da paulista e quer almoçar? Mó chato almoçar sozinho :-(,Dúvida
1154,Ficando com alguém ? — Ninguém me quer,Dúvida
1155,qual? dessa vez é pra valer :(,Dúvida
1156,como é que me fartei do meu bagaço que era tipo perfeito numa semana mas aturei um gajo durante meses? :( tou estragada,Dúvida
1157,pq meu coração ta doendo ? :(,Dúvida
1158,aaaaaa sério que lost stars é seu cover fav?é o meu também aaaaa é tão lindo,Dúvida
1159,é possível se apaixonar mais pelo taehyung? sério,Dúvida
1160,mano elas não deixaram a live salva????? eu tô muito triste queria assistir legendada :((((,Dúvida
1161,quando tu vem pra salete pra gente sair juntas? — quero ir o quanto antes,Dúvida
1162,ja foi em algum show? se sim,Dúvida
1163,Alguém me explica porque eu sou tão desastrada? Acabei de tomar um banho de café :(,Dúvida
1164,ué sumiu? :( — Ue n sei quem eis,Dúvida
1165,Já é outubro... E agora?? Não me preparei o suficiente :(,Dúvida
1166,como faz para parar com as dores no corpo?! :( não aguento mais,Dúvida
1167,Sua mãe ainda está com o cachorro que ela adotou quando estava bebada??? — Ela n pode ficar ,Dúvida
1168,Interessada em alguém ? — até estou,Dúvida
1169,Mal começou a semana e já tô triste pois odeio bad feelings com as miga :(((( será q se eu comprar 1kg de doces e sorrir com essa minha cara de paçoca eu resolvo as coisas?,Dúvida
1170,eu: coloco aqui q nao cheguei em um resultado? profa: ok,Dúvida
1171,Vc não vai mais morar em Curitiba ano q vem? :( minhas chances de namorar ela deusa acabaram — vou ficar em Jlle mesmo,Dúvida
1172,Que tintas e descolorante usaste para pintar o cabelo? Beijinhos! — não faço a mínima,Dúvida
1173,sdds da eduarda???? :((( saco,Dúvida
1174,ngm me quer levar a mem martins? :(,Dúvida
